"","routeid","linknummer","richting","snelheid","uur","weekdag"
"7677",891554826,443543,"t",18.5042267024657,10,6
"7678",891554826,443541,"t",14.9302383128218,10,6
"7679",895728359,441377,"t",21.1743245502984,14,6
"7680",895728359,441370,"t",18.5431413193295,14,6
"7681",902544963,441377,"t",41.214303111256,16,6
"7682",902544963,441370,"t",18.8226275976727,16,6
"7683",915470753,443541,"f",7.12548686080411,15,0
"7684",915470753,443543,"f",13.6521378524366,15,0
"7685",915470753,199334,"t",16.1122791138191,15,0
"7686",915470753,443272,"f",19.881422980813,15,0
"7687",924169237,441377,"t",17.6396806060831,13,0
"7688",924169237,441370,"t",21.1004822601983,13,0
"7689",563025235,1376988,"f",23.9063936200256,5,1
"7690",563025235,1354497,"t",22.3818197753826,5,1
"7691",563718647,1391845,"f",22.5344851522724,6,1
"7692",563855537,228431,"t",13.3019889525741,7,1
"7693",564880657,1930564,"t",15.1828941240243,8,1
"7694",564880657,441598,"t",15.1617706771827,8,1
"7695",564880657,1540693,"f",14.4149396233687,8,1
"7696",564880657,441459,"t",13.5227932347553,8,1
"7697",565570226,441642,"t",21.6850194444318,8,1
"7698",565570226,1540693,"f",19.6368414256826,8,1
"7699",565570226,1337231,"t",17.2685236767144,8,1
"7700",565570226,441812,"t",13.1847803092703,8,1
"7701",565570226,441797,"f",19.9872876223618,8,1
"7702",565570226,1337268,"t",26.2422976624609,8,1
"7703",565570226,1363982,"t",17.78361076192,8,1
"7704",565570226,442503,"t",20.365095938471,8,1
"7705",566525548,441812,"t",14.8209503729177,8,1
"7706",566525548,441797,"f",16.1294268038096,8,1
"7707",566525548,1337268,"t",21.2056749147776,8,1
"7708",566525548,1363982,"t",14.5883916000244,8,1
"7709",566525548,202705,"t",19.6295651070242,8,1
"7710",566525548,199346,"t",19.1585864535637,8,1
"7711",567713440,441732,"f",9.86478665754578,7,1
"7712",567713440,1361130,"f",20.783244410067,7,1
"7713",568069688,443319,"f",13.0343498069528,9,1
"7714",568069688,442503,"f",18.8513840426075,9,1
"7715",568069688,1363982,"f",17.4548320485338,9,1
"7716",568069688,1337268,"f",23.2656037681502,9,1
"7717",568069688,441797,"t",17.2608833516122,9,1
"7718",568069688,441812,"f",9.76122198751334,9,1
"7719",568428108,443564,"t",15.3694381810626,7,1
"7720",568755574,1391845,"t",26.3064462754956,11,1
"7721",569298518,441812,"t",15.5228761407326,8,1
"7722",569298518,441797,"f",20.3926202574606,8,1
"7723",569298518,1337268,"t",25.0238088699433,8,1
"7724",569298518,1363982,"t",15.8182806964579,8,1
"7725",569298518,442503,"t",20.6348231961754,8,1
"7726",569298518,203994,"f",8.29236856132584,8,1
"7727",569298518,202705,"t",18.7784147780717,8,1
"7728",569298518,330262,"t",1.54376119767621,8,1
"7729",569749774,1540693,"t",20.7804930753645,12,1
"7730",570065955,1930564,"t",17.1571288136061,13,1
